reference,translation,similarity,lenght_diff,ref_tox,trn_tox,diff_tox,ref_words,trn_words
what about a bald chick like you in a desert like this?,"What's a pretty, bald babe like you doing in a desert like this?",0.8885267076510001,0.1384615384615384,0.9848511815071106,0.1978829205036163,0.7869682610034943,12,13
"Please, man, this shit's cutting me, dawg.","it's cutting me off, man.",0.71250274845,0.3953488372093023,0.9995006322860718,0.0013331604423001,0.9981674718437716,7,5
"sick, maybe.",She may be very ill.,0.670148412448,0.3809523809523809,0.6422795057296753,0.0006494495319202,0.641630056197755,2,5
"both of you, both your mother and your daughter, are crazy.",Both mother and daughter are driving me mad.,0.704086014342,0.25,0.9996765851974488,0.0291960295289754,0.9704805556684736,11,8
"Putin was a wolf, but at least he – unlike Medvedev – dressed the part.","Putin had a wolf streak, but - unlike Medvedev - he also performed.",0.662714758016,0.0555555555555555,0.9633271098136902,0.0152130043134093,0.9481141055002807,15,13
It'll take too long to bleed him dry.,it's gonna take too long.,0.668185589629,0.3157894736842105,0.7482517957687378,7.383892079815269e-05,0.7481779568479396,8,5
"Damn, there I go again, gonna wake up the downstairs neighbors.","and here it is again, I wake up the neighbours under us.",0.636546323229,0.109375,0.9983130693435668,8.148092456394807e-05,0.9982315884190028,11,12
who the fuck are you jumping for?,Who are you bearding for?,0.6746970302390001,0.2352941176470588,0.9995741248130798,0.0001235754316439,0.999450549381436,7,5
"""not a damn thing.","""The hell it don't.",0.6281895276739999,0.05,0.9811756014823914,0.1436258852481842,0.8375497162342072,4,4
I'm gonna put you out of your misery.,I'll spare you your troubles.,0.6076240623070001,0.2105263157894736,0.9282382726669312,0.0009132917621172,0.927324980904814,8,5
"oh, shit! This is Emmett!","Oh, my gosh, it's from Emmett!",0.682744429724,0.1612903225806451,0.9991838335990906,8.375655306736007e-05,0.9991000770460232,5,6
And a stupid cop doesn't have a chance.,and a bad cop is without a chance.,0.762248540043,0.125,0.999696969985962,0.0003355838998686,0.9993613860860934,8,8
"Aidan damn Waite, Bishop's last son.","Aidan freakin' Waite, the last son of Bishop.",0.916454926287,0.1956521739130435,0.9679664373397828,0.0094230351969599,0.958543402142823,6,8
where are you bitches?,Where are you skanks?,0.662429050746,0.0434782608695652,0.9988473653793336,0.0347100980579853,0.9641372673213484,4,4
make sure you bring that shit around too.,Make sure you get the dirt around it.,0.6283493445080001,0.0952380952380952,0.9994639754295348,0.0013502177316695,0.9981137576978651,8,8
maybe you're the one that's all sick.,Maybe you're the ones who are making everyone sick!,0.750818794454,0.2692307692307692,0.9947620034217834,0.0787769854068756,0.9159850180149078,7,9
"Don't be silly, he loves you.","oh, come on, he likes you.",0.611215195152,0.1,0.992335855960846,0.0001135458733187,0.9922223100875271,6,6
she hoped we would have each other by the throat.,Hoping that we would take each other down.,0.649670258468,0.14,0.9491465091705322,0.0053827832452952,0.943763725925237,10,8
"You awful devil. I got something for you right here, angel.","I have something for you, my angel.",0.69630094266,0.4,0.9980455636978148,7.232644566101953e-05,0.9979732372521538,11,7
"if you can find a tumor in her intestines, you might as well succeed her.","If you find a tumor in her colon, you can knock her out. If you don't, she stays awake.",0.7017151249439999,0.1590909090909091,0.8996991515159607,0.3641313910484314,0.5355677604675293,15,19
She said she is gonna shove the medallion so far up your ass it'll take a team of proctologist in scuba gear three weeks to find it.,"she said she'd crave your locket pretty deep, and a team of proctologists will take three weeks to find him.",0.67030719528,0.1804511278195488,0.9901596903800964,6.063827459001914e-05,0.9900990521055064,27,20
I swear it would be easier to put your head in a toaster before you made you a submissive human.,I promise. It would be easier to fit your head into a toaster... ...than to turn you into anything submissive.,0.7243697969670001,0.1261261261261261,0.9701930284500122,0.0123975435271859,0.9577954849228264,20,20
Oh. Mom will like the size of her boobs.,mom's gonna love the size of the breast.,0.78417417465,0.0,0.998127281665802,0.0618164949119091,0.9363107867538928,9,8
raccoon semen.,What? Raccoon jizz.,0.6845596167199999,0.25,0.9839282035827636,0.0111463367938995,0.972781866788864,2,3
ridiculous song.,Funny song.,0.670450537312,0.2941176470588235,0.9977821707725524,5.272930502542295e-05,0.997729441467527,2,2
"One night, me and my Pillion Pussy had a fight, the Angel answered.","one night I had a fight with a cat riding in tandem with me, Angel answered.",0.74432073815,0.1168831168831168,0.9929707646369934,0.0001315311383223,0.9928392334986712,13,16
right in the fucking head.,Right in his mind.,0.684517430693,0.2962962962962963,0.9987977743148804,6.368128379108384e-05,0.9987340930310892,5,4
"Yours has a sad face made out of chocolate chips, because the world is an asshole and it's gonna get you.","for you, I have one with a sad chocolate face...... because the world is so bad, and it gets you.",0.739651904287,0.0754716981132075,0.999466836452484,0.0033728566486388,0.9960939798038452,21,20
He knew what she was crazy.,he knew there was something odd about her.,0.604851853458,0.3488372093023256,0.9758729934692384,8.81939340615645e-05,0.9757847995351768,6,8
"I want a simple thing for you, and you're gonna fuck up.","I ask you to do one thing, and you screw it up.",0.646633221618,0.1578947368421052,0.9991589784622192,0.0748587921261787,0.9243001863360404,12,12
"dude, how come everything is good for you, tastes so nasty?","Man, how's come everything that's good for you, always tastes so bad?",0.880969107288,0.1428571428571428,0.8786139488220215,0.0003919700393453,0.8782219787826762,11,12
he waxes his forearm and his virginity came out in the Boy Scout.,"He waxes his forearms, and he lost his virginity in the Boy Scouts.",0.822490628458,0.0294117647058823,0.9600896835327148,0.1367791891098022,0.8233104944229126,13,13
"ever since I've been with you, your friends have tried to shoot me!","Ever since I’ve been with you, people been trying to shoot me. People you know!",0.72597532243,0.15,0.9052032232284546,0.0522605627775192,0.8529426604509354,13,15
"He's on the phone to freaking Myanmar half the day, wherever the hell that is.","he's been on the phone for half a day with some kind of Myanmar, I don't even know where it is.",0.644091910042,0.1770833333333333,0.96820068359375,6.178172770887613e-05,0.9681389018660412,15,21
"Almost, damn it !",I almost got it!,0.672048656242,0.0555555555555555,0.9979148507118224,5.701057307305746e-05,0.9978578401387492,4,4
Mom-- - your neck. You're bleeding!,you're bleeding from your throat.,0.732120980389,0.0555555555555555,0.7717159390449524,0.1411551237106323,0.6305608153343201,6,5
"and any shit I've ever done, I can't blame anyone but myself.","And any mess I have made of my life, I'd no one to blame but myself.",0.8148510617739999,0.1014492753623188,0.959037184715271,0.0002536654646974,0.9587835192505736,12,16
"Honestly, Morgan's boner for you is so big you can see it from space.","frankly, the thrill of Morgan of you is so big that he's visible from space.",0.7758017543269999,0.0909090909090909,0.9693133234977722,0.0001079136418411,0.9692054098559312,14,15
'Just drink myself to death.,I just drink to death.,0.8245896932250001,0.2068965517241379,0.8943033814430237,0.0135666979476809,0.8807366834953427,5,5
You scared the shit outta me.,you scared the hell out of me.,0.916254452329,0.032258064516129,0.9291003942489624,0.0018977137515321,0.9272026804974304,6,7
that's the fool I was looking for.,Just the knucklehead I was looking for.,0.832862162218,0.125,0.996068000793457,0.1224723905324935,0.8735956102609636,7,7
"Here I am, brain the size of a planet, and they ask me to take you up to the bridge.","the brain is as big as a planet, and you'll be sent to bring me to the bridge.",0.6817061543780001,0.0705882352941176,0.9331002831459044,0.0240093935281038,0.9090908896178006,20,18
the comedian on stage was a vampire.,The comic on stage was a vampire.,0.927831205401,0.081081081081081,0.9706555604934692,0.0174326635897159,0.9532228969037534,7,7
"Under other circumstances, he would have looked ridiculous.","in other circumstances, he would look strange.",0.6143939990339999,0.2166666666666666,0.996842622756958,6.993429269641638e-05,0.9967726884642616,8,7
You're my fucking artist.,you're my artist.,0.934370319355,0.3076923076923077,0.9956464171409608,0.000164216136909,0.9954822010040518,4,3
"Besides, where're you gonna find somebody else? You think Lonnie, my intern, gives a rat's ass about acute thomrobotic thrombocytopenic purpura?","like Lonnie, my intern, do you think they know about acute thrombotic thrombocytopaenia?",0.7252588535019999,0.3862068965517241,0.9598259329795836,3.728805313585326e-05,0.9597886449264478,21,13
"you know Coakley fucked my girl, right?",Standby! - You know Coakley banged my girl?,0.7406342228380001,0.0909090909090909,0.9970901012420654,0.0121562825515866,0.9849338186904788,7,8
the two rats came with me.,Two of the ratmen went with me.,0.708252199993,0.15625,0.9763000011444092,0.0476238802075386,0.9286761209368706,6,7
Look in my f ucking eyes!,look in my eyes!,0.795533217606,0.3461538461538461,0.989903688430786,5.648080332321115e-05,0.9898472076274628,6,4
"Franco, he's gonna die.","Franco, he dies.",0.916870760953,0.2916666666666667,0.99610835313797,0.0012127765221521,0.9948955766158178,4,3
'What in Hell's name are they?' asked Ananais.,'what the hell does that mean? 'Asked Ananais.,0.630679708184,0.0,0.8417435884475708,0.0356501638889312,0.8060934245586396,8,8
"A party of four at the next table, three in UMP tennis shirts and one wearing a faded T-shirt with the legend DARTH VADER IS GAY written across the front, began to applaud.","four people at the next table, three in tennis shirts, and one in a stripped-down T-shirt with the words DARTH VADER'S HOME, began to clap.",0.778360095281,0.1907514450867052,0.8360802531242371,9.522720210952684e-05,0.8359850259221275,33,25
"I mean, if you don't fuck around too much.","I mean, if you're not in too much a hurry.",0.72364873394,0.0,0.9891180396080016,4.93484221806284e-05,0.989068691185821,9,10
"in other words, he's a bad bastard. ""","In other words, he's a thoroughly bad fellow.""",0.6344779034229999,0.1914893617021276,0.9991925358772278,0.0044318814761936,0.9947606544010342,8,8
You guys should have given her four tits.,you should have made four goats.,0.723878720564,0.2142857142857142,0.9990310668945312,0.0022411134559661,0.9967899534385652,8,6
Tortured by pigmies.,the torture of Pygmy.,0.828641304702,0.0454545454545454,0.9269973039627076,0.0004207674937788,0.9265765364689288,3,4
I can't fucking lose respect.,I can't afford to lose respect.,0.8654368692209999,0.0625,0.9265292882919312,4.205331060802564e-05,0.9264872349813232,5,6
Do you think that she... ...had sex with him?,do you think she slept with him?,0.8003684730320001,0.2826086956521739,0.5566814541816711,0.0002774393942672,0.556404014787404,9,7
I need another shot.,I need another beer.,0.6923380348829999,0.0,0.7662506103515625,0.0001206451561301,0.7661299651954324,4,4
only fools risk their lives for strangers.,They're saps because they risk their lives for strangers.,0.705763912826,0.2586206896551724,0.9993240833282472,0.0107204960659146,0.9886035872623326,7,9
"we fucked up the gold, pure gold.","Together, we were shitting gold, pure gold.",0.8399561060259999,0.2272727272727272,0.991486430168152,0.0160909183323383,0.9753955118358136,7,7
You know how to shoot that thing?,do you know how to shoot?,0.8584233364689999,0.2352941176470588,0.9951489567756652,0.3318374454975128,0.6633115112781524,7,6
"And here is the best news, all the Red Hawks losers will be there.","and the best news, all the Redhawks will come here.",0.636190140713,0.2238805970149253,0.965146780014038,9.907041385304184e-05,0.9650477096001848,14,10
"oh, my God. I killed his dick.","Oh, my God. I killed his bird.",0.856419986083,0.0,0.9992363452911376,0.0069592366926372,0.9922771085985004,7,7
My lawyer is fat and his name is Wesley Weeks.,my lawyer's name is Wesley Weeks.,0.897262580344,0.2765957446808511,0.9900334477424622,4.8749716370366514e-05,0.9899846980260918,10,6
